All percentages range 0-100% of the total count for either Eukaryotes or Prokaryotes, with exception of the first three data rows (% Known, % Eukaryote, % Prokaryote), which represent %s of total reads.
Taxonomy String (K->S)	Terminal Taxa	MP_E1032_OC0821_PCR1	MP_E1032_OC0821_PCR2	MP_E1032_OC0821_PCR3	MP_E1033_OC0821_PCR1	MP_E1033_OC0821_PCR2	MP_E1033_OC0821_PCR3	MP_E1034_OC0821_PCR1	MP_E1034_OC0821_PCR2	MP_E1034_OC0821_PCR3	MP_E1053_SKQ2021	MP_E1054_SKQ2021	MP_E1055_SKQ2021	MP_E1056_SKQ2021	MP_E1057_SKQ2021	MP_E1058_SKQ2021	MP_E1059_SKQ2021	MP_E1060_SKQ2021	MP_E1061_SKQ2021	MP_E1062_SKQ2021	MP_E1063_SKQ2021	MP_E1064_SKQ2021	MP_E1065_SKQ2021	MP_E1066_SKQ2021	MP_E1067_SKQ2021	MP_E1068_SKQ2021	MP_E1069_SKQ2021	MP_E1070_SKQ2021	MP_E1071_SKQ2021	MP_E1072_SKQ2021	MP_E1073_SKQ2021	MP_E1074_SKQ2021	MP_E1075_SKQ2021	MP_E1076_SKQ2021	MP_E1077_SKQ2021	MP_E1078_SKQ2021	MP_E1079_SKQ2021	MP_E1080_SKQ2021	MP_E1081_SKQ2021	MP_E1082_SKQ2021	MP_E1083_SKQ2021	MP_E1084_SKQ2021	MP_E1085_SKQ2021	MP_E1086_SKQ2021	MP_E1087_SKQ2021	MP_E1088_SKQ2021	MP_E1089_SKQ2021	MP_E1090_SKQ2021	MP_E1091_SKQ2021	MP_E1092_SKQ2021	MP_E1093_SKQ2021	MP_E1094_SKQ2021	MP_E1095_SKQ2021	MP_E1096_SKQ2021	MP_E1097_SKQ2021	MP_E1098_SKQ2021	MP_E1099_SKQ2021	MP_E1100_SKQ2021	MP_E1101_SKQ2021	MP_E1102_SKQ2021	MP_E1103_SKQ2021	MP_E1104_SKQ2021	MP_E1105_SKQ2021	MP_E1106_SKQ2021	MP_E1107_SKQ2021	MP_E1108_SKQ2021	MP_E1109_SKQ2021	MP_E1110_SKQ2021	MP_E1111_SKQ2021	MP_E1112_SKQ2021	MP_E1113_SKQ2021	MP_E1114_SKQ2021	MP_E1115_SKQ2021	MP_E1116_SKQ2021	MP_E1117_SKQ2021	MP_E1118_SKQ2021	MP_E1119_SKQ2021	MP_E1120_SKQ2021	MP_E1121_SKQ2021	MP_E1122_SKQ2021	MP_E1123_SKQ2021	MP_E1124_SKQ2021	MP_E1125_SKQ2021	MP_E1126_SKQ2021	MP_E1127_SKQ2021	MP_E1128_SKQ2021	MP_E1129_SKQ2021	MP_E1130_SKQ2021	MP_E1131_SKQ2021	MP_E1132_SKQ2021	MP_E1133_SKQ2021	MP_E1134_SKQ2021	MP_E1135_SKQ2021	MP_E1136_SKQ2021	MP_E1137_SKQ2021	MP_E1138_SKQ2021	MP_E1139_SKQ2021	MP_E1140_SKQ2021	MP_E1141_SKQ2021	MP_E1142_SKQ2021	MP_E1143_SKQ2021	MP_E1144_SKQ2021	MP_E1145_SKQ2021	MP_E1146_SKQ2021	MP_E1172_OC0622	MP_E1173_OC0622	MP_E1174_OC0622	MP_E1229_OC0822_PCR1	MP_E1229_OC0822_PCR2	MP_E1229_OC0822_PCR3	MP_E1230_OC0822_PCR1	MP_E1230_OC0822_PCR2	MP_E1230_OC0822_PCR3	MP_E1231_OC0822_PCR1	MP_E1231_OC0822_PCR2	MP_E1231_OC0822_PCR3	MP_E1240_OC0922	MP_E1241_OC0922	MP_E1242_OC0922	MP_E1243_OC0922	MP_E1244_OC0922	MP_E1245_OC0922	MP_E1246_OC0922	MP_E1247_OC0922	MP_E1248_OC0922	MP_E1249_OC0922	MP_E1250_OC0922	MP_E1251_OC0922	MP_E1252_OC0922	MP_E1253_OC0922	MP_E1254_OC0922	MP_E1255_OC0922	MP_E1256_OC0922	MP_E1257_OC0922	MP_E1258_OC0922	MP_E1259_OC0922	MP_E1260_OC0922	MP_E1261_OC0922	MP_E1262_OC0922	MP_E1263_OC0922	MP_E1265_OC0922_PCR1	MP_E1265_OC0922_PCR2	MP_E1265_OC0922_PCR3	MP_E1266_OC0922_PCR1	MP_E1266_OC0922_PCR2	MP_E1266_OC0922_PCR3	MP_E1267_OC0922_PCR1	MP_E1267_OC0922_PCR2	MP_E1267_OC0922_PCR3	MP_E1275_OC1021	MP_E1276_OC1021	MP_E1277_OC1021	MP_E1278_OC1021	MP_E1279_OC1021	MP_E1280_OC1021	MP_E1281_OC1021	MP_E1282_OC1021	MP_E1283_OC1021	MP_E1284_OC1021	MP_E1285_OC1021	MP_E1286_OC1021	MP_E1287_OC1021	MP_E1288_OC1021	MP_E1289_OC1021	MP_E1290_OC1021	MP_E1291_OC1021	MP_E1292_OC1021	MP_E1293_OC1021	MP_E1294_OC1021	MP_E1295_OC1021	MP_E1296_OC1021	MP_E1297_OC1021	MP_E1298_OC1021	MP_E1299_OC1021	MP_E1300_OC1021	MP_E1301_OC1021	MP_E1302_OC1021	MP_E1303_OC1021	MP_E1304_OC1021	MP_E1305_OC1021	MP_E1306_OC1021	MP_E1307_OC1021	MP_E1308_OC1021	MP_E1309_OC1021	MP_E1310_OC1021	MP_E1312_OC1021	MP_E1313_OC1021	MP_E1315_OC1021	MP_E1316_OC1021	MP_E1317_OC1021	MP_E1318_OC1021	MP_E1319_OC1021	MP_E1320_OC1021	MP_E1321_OC1021	MP_E1322_OC1021	MP_E1323_OC1021_PCR1	MP_E1323_OC1021_PCR2	MP_E1323_OC1021_PCR3	MP_E1324_OC1021_PCR1	MP_E1324_OC1021_PCR2	MP_E1324_OC1021_PCR3	MP_E1325_OC1021_PCR1	MP_E1325_OC1021_PCR2	MP_E1325_OC1021_PCR3	MP_E1389_OC0722	MP_E1390_OC0722	MP_E1391_OC0722	MP_E1403_OC0722	MP_E1404_OC0722	MP_E1406_OC0722	MP_E1408_OC0722	MP_E1410_OC0722	MP_E1412_OC0722	MP_E1414_OC0722	MP_E1416_OC0722	MP_E1418_OC0722	MP_E1420_OC0722	MP_E1422_OC0722	MP_E1424_OC0722	MP_E1426_OC0722	MP_E1845_OC0623	MP_E1846_OC0623	MP_E1847_OC0623	MP_E1849_OC0723	MP_E1850_OC0723	MP_E1851_OC0723	MP_E1852_OC0723	MP_E1853_OC0723	MP_E1854_OC0723	MP_E1855_OC0723	MP_E1856_OC0723	MP_E1857_OC0723	MP_E1858_OC0723	MP_E1859_OC0723	MP_E1860_OC0723	MP_E1861_OC0723	MP_E1862_OC0723	MP_E1863_OC0723	MP_E1864_OC0723	MP_E1865_OC0723	MP_E1866_OC0723	MP_E1867_OC0723	MP_E1868_OC0723	MP_E1869_OC0723	MP_E1870_OC0723	MP_E1871_OC0723	MP_E1872_OC0723	MP_E1873_OC0723	MP_E1874_OC0723	MP_E1875_OC0723	MP_E2128_1B	MP_E2128_2B	MP_E2128_4B	MP_E2129_1B	MP_E2129_2B	MP_E2129_3B	MP_E2129_4B	MP_E2129_5B	MP_E2130_1B	MP_E2130_2B	MP_E2130_3B	MP_E2130_4B	MP_E2130_5B	MP_E2131_1B	MP_E2131_2B	MP_E2131_3B	MP_E2131_4B	MP_E2131_5B	MP_E2132_1B	MP_E2132_2B	MP_E2132_3B	MP_E2132_4B	MP_E2132_5B	MP_E2133_1B	MP_E2133_2B	MP_E2133_3B	MP_E2133_4B	MP_E2133_5B	MP_E2134_2B	MP_E2134_4B	MP_E2134_5B	MP_E2135_2B	MP_E2135_3B	MP_E2135_4B	MP_E2135_5B	MP_E2136_2B	MP_E2136_3B	MP_E2136_4B	MP_E2136_5B	MP_E2137_1B	MP_E446_1B_PCR2	MP_E446_1B_PCR3	MP_E446_2B_PCR2	MP_E446_2B_PCR3	MP_E446_3B_PCR2	MP_E446_3B_PCR3	MP_E447_1B_MiFishMod	MP_E447_1B_PCR2	MP_E447_1B_PCR3	MP_E447_2B_MiFishMod	MP_E447_2B_PCR2	MP_E447_2B_PCR3	MP_E447_3B_MiFishMod	MP_E447_3B_PCR2	MP_E447_3B_PCR3	MP_E448_1B_PCR2	MP_E448_1B_PCR3	MP_E448_2B_PCR2	MP_E448_2B_PCR3	MP_E448_3B_PCR2	MP_E448_3B_PCR3	MP_E449_1B_PCR2	MP_E449_1B_PCR3	MP_E449_2B_PCR2	MP_E449_2B_PCR3	MP_E449_3B_PCR2	MP_E449_3B_PCR3	MP_E450_1B_MiFishMod	MP_E450_1B_PCR2	MP_E450_1B_PCR3	MP_E450_2B_MiFishMod	MP_E450_2B_PCR2	MP_E450_2B_PCR3	MP_E450_3B_MiFishMod	MP_E450_3B_PCR2	MP_E450_3B_PCR3	MP_E474_MiFishMod	MP_E475_PCR2	MP_E475_PCR3	MP_E486_PCR2	MP_E486_PCR3	MP_E491_MiFishMod	MP_E492_1B_PCR2	MP_E492_1B_PCR3	MP_E494_PCR2	MP_E494_PCR3	MP_E496_1T_PCR2	MP_E496_1T_PCR3	MP_E496_3B_PCR2	MP_E496_3B_PCR3	MP_E498_1B_PCR2	MP_E498_1B_PCR3	MP_E498_2B_PCR2	MP_E498_2B_PCR3	MP_E498_3B_PCR2	MP_E498_3B_PCR3	MP_E573_1B_PCR2	MP_E573_1B_PCR3	MP_E573_2B_PCR2	MP_E573_2B_PCR3	MP_E573_3B_PCR2	MP_E573_3B_PCR3	MP_E574_1B_PCR2	MP_E574_1B_PCR3	MP_E574_2B_PCR2	MP_E574_2B_PCR3	MP_E574_3B_PCR2	MP_E574_3B_PCR3	MP_E575_1B_PCR2	MP_E575_1B_PCR3	MP_E575_2B_PCR2	MP_E575_2B_PCR3	MP_E575_3B_PCR2	MP_E575_3B_PCR3	MP_E598_1B_PCR2	MP_E598_1B_PCR3	MP_E598_2B_PCR2	MP_E598_2B_PCR3	MP_E598_3B_PCR2	MP_E598_3B_PCR3	MP_E600_1B_PCR2	MP_E600_1B_PCR3	MP_E600_2B_PCR2	MP_E600_2B_PCR3	MP_E600_3B_PCR2	MP_E600_3B_PCR3	MP_E610_NC	MP_E690_MiFishMod	MP_POSITIVE
Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus;NA	Oleiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus;Oleiphilus messinensis	Oleiphilus messinensis	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0.06	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	D	0.07	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	D	0	0	0	3.17	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;NA;NA	Saccharospirillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Reinekea;Reinekea sp_	Reinekea sp_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;NA;NA	Marinobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;NA;NA;NA	Pseudomonadales	0.01	0	2.07	0	0	D	0.12	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.01	0	0.13	0.04	0.12	0.08	0.08	0.01	0	0	0	0.23	0.01	0	0	0	0	0	0.12	0.01	0	0.02	0	0.16	0	0.02	0	0.02	0.03	0.09	0	0.17	0.01	0	0.45	0	0.16	0.62	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0.01	0	0	0	0	0.02	0.18	0	0	0	0.43	0	0	0	0	0	0	0.14	0	0	0.02	0.19	0	D	0	0	0	0	0	0.05	0	0	0	D	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0.06	0.02	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0.24	0.51	0.56	0.77	0.06	0.36	0.04	0.01	0	0.07	0.04	0	0.42	0	0.05	0.25	0.05	0.08	0	0	0	0	0.01	0.22	0	0.08	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0	0.02	0	D	0	D	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0.01	D	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudohongiellaceae;Pseudohongiella;Pseudohongiella sp_	Pseudohongiella sp_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;NA;NA	Pseudomonadaceae	0	0	0	0	0	0	0.16	0	0	0.05	0	0	0	0	0.04	0.18	0	0	0.03	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	D	0	0	0	0.02	0	0.25	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	1.31	0.01	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.04	0	0	0	0	0	0	0	0.03	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.02	D	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	D	0.04	0	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA	Pseudomonas	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas rhodesiae	Pseudomonas rhodesiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
